product_name                                                                             ,name_ordered                   ,supplier_name ,total_packs_ordered ,pack_size ,pack_price ,PO_cost ,total_packs_received ,receipt_pack_price ,received_cost ,upc          ,store_id ,store_name ,product_id ,restock_order_id ,is_out_of_stock ,out_of_stock_reason
Lean Cuisine - Fettuccini Alfredo - 9.25 oz                                              ,ZZZWrong UPC                   ,Core-Mark     ,                  1 ,       12 ,     35.16 ,  35.16 ,                     ,                   ,              ,000214000026 ,       5 ,UofA       ,       620 ,           14084 ,FALSE           ,
Lenny & Larry's Complete Cookie - Chocolate Chip - 1.25 oz                               ,ZZZWrong UPC                   ,Core-Mark     ,                  1 ,       12 ,     20.16 ,  20.16 ,                     ,                   ,              ,7.87693E+11  ,       5 ,UofA       ,      2750 ,           14084 ,FALSE           ,
Lenny & Larry's Complete Cookie - Double Chocolate - 4.0 oz                              ,ZZZWrong UPC                   ,Core-Mark     ,                  1 ,       12 ,     20.16 ,  20.16 ,                     ,                   ,              ,7.87693E+11  ,       5 ,UofA       ,       107 ,           14084 ,FALSE           ,
Midol Complete - Personal Care - 4.0 count                                               ,ZZZWrong UPC                   ,Core-Mark     ,                  1 ,        6 ,      9.54 ,   9.54 ,                     ,                   ,              ,3.66716E+11  ,       5 ,UofA       ,      2662 ,           14084 ,FALSE           ,
Quest Protein Chips - Loaded Taco - 1.1 oz                                               ,ZZZWrong UPC                   ,Core-Mark     ,                  1 ,        8 ,      0    ,   0    ,                     ,                   ,              ,8.88849E+11  ,       5 ,UofA       ,      1340 ,           14084 ,FALSE           ,
Takis - Fuego - 3.25 oz                                                                  ,ZZZWrong UPC                   ,Core-Mark     ,                  1 ,       20 ,     33.8  ,  33.8  ,                     ,                   ,              ,7.57528E+11  ,       5 ,UofA       ,       956 ,           14084 ,FALSE           ,
Visine Advanced Eye Drops - Redness And Irritation Relief - 0.28 fl. oz                  ,ZZZWrong UPC                   ,Core-Mark     ,                  4 ,        1 ,      5.14 ,  20.56 ,                     ,                   ,              ,3.12547E+11  ,       5 ,UofA       ,      1749 ,           14084 ,FALSE           ,
Vuse Pods - Menthol - 2.0 count                                                          ,ZZZWrong UPC                   ,Core-Mark     ,                  1 ,        5 ,     63.95 ,  63.95 ,                     ,                   ,              ,8.49205E+11  ,       5 ,UofA       ,      4971 ,           14084 ,FALSE           ,
Zyn - Cool Mint - 6.0 mg(s)                                                              ,ZZZWrong UPC                   ,Core-Mark     ,                  1 ,        5 ,     18.7  ,  18.7  ,                     ,                   ,              ,6.0925E+11   ,       5 ,UofA       ,       460 ,           14084 ,FALSE           ,
Zyn - Peppermint - 6.0 mg(s)                                                             ,ZZZWrong UPC                   ,Core-Mark     ,                  2 ,        5 ,     18.55 ,  37.1  ,                     ,                   ,              ,6.0925E+11   ,       5 ,UofA       ,       462 ,           14084 ,FALSE           ,
Zyn - Wintergreen - 6.0 mg(s)                                                            ,ZZZWrong UPC                   ,Core-Mark     ,                  5 ,        5 ,     18.75 ,  93.75 ,                     ,                   ,              ,6.0925E+11   ,       5 ,UofA       ,      2411 ,           14084 ,FALSE           ,
