product_name,name_ordered,supplier_name,total_packs_ordered,pack_size,pack_price,PO_cost,total_packs_received,receipt_pack_price,received_cost,upc,store_id,store_name,product_id,restock_order_id,is_out_of_stock,out_of_stock_reason
Hi-Chew Fruit Chewy Candy - Kiwi - 1.76 oz,,Core-Mark,1,15,14.55,14.55,,,,857983004736,2,USC,6297,14030,false,
"Hillshire Small Plates - Hot Calabrese Salami, Gouda & Toasted Rounds - 2.76 oz",,Core-Mark,1,12,0,0,,,,044500064797,2,USC,3095,14030,false,
Hostess Cupcakes - Chocolate - 3.17 oz,,Core-Mark,1,6,9.6,9.6,,,,888109010010,2,USC,1126,14030,false,
Hot Pocket - Ham & Cheddar - 2.0 count,HOT PCKT HAM/CHEESE SKINNY BOX,Core-Mark,3,1,3.39,10.17,,,,043695231533,2,USC,7821,14030,false,
Hot Pocket - Pepperoni Pizza - 2.0 count,HOT PCKT PIZZA PEPP SKINNY BX,Core-Mark,1,8,24.32,24.32,,,,043695796100,2,USC,4978,14030,false,
Inotea Bubble Tea - Honeydew - 16.0 fl. oz,,Core-Mark,1,12,25.92,25.92,,,,006000278000,2,USC,7761,14030,false,
"Jimmy Dean Breakfast Croissant - Sausage, Egg & Cheese - 4.9 oz",,Core-Mark,1,12,23.64,23.64,,,,077900118593,2,USC,2664,14030,false,
Jolly Rancher Gummies - Sour - 5 oz,,Core-Mark,1,12,22.56,22.56,,,,010700858351,2,USC,4586,14030,false,
Juul Device - Silver - 1.0 count,,Core-Mark,1,8,68.24,68.24,,,,819913015434,2,USC,237,14030,false,
Kettle Potato Chips - Honey Dijon - 2.0 oz,,Core-Mark,1,5,6.2,6.2,,,,084114033703,2,USC,3216,14030,false,
Kettle Potato Chips - Jalapeno - 5.0 oz,,Core-Mark,1,8,20.88,20.88,,,,084114116352,2,USC,4297,14030,false,
Kettle Potato Chips - Sea Salt & Vinegar - 1.5 oz,,Core-Mark,3,6,18.18,54.54,,,,084114009968,2,USC,1178,14030,false,
Kraft Philadelphia Cream Cheese - Spread - 8.0 oz,,Core-Mark,4,1,4.72,18.88,,,,021000000142,2,USC,6531,14030,false,
Lean Cuisine Alfredo Pasta - Chicken & Broccoli - 10.0 oz,,Core-Mark,1,12,37.08,37.08,,,,013800174192,2,USC,7203,14030,false,
Lenny & Larry's Complete Cookie - Chocolate Chip - 1.0 count,,Core-Mark,1,12,20.4,20.4,,,,787692834617,2,USC,106,14030,false,
Listerine - Cool Mint - 8.5 fl. oz,,Core-Mark,3,1,4.32,12.96,,,,312547427203,2,USC,1770,14030,false,
Loacker Quadratini - Hazelnut - 4.41 oz,,Core-Mark,1,6,13.86,13.86,,,,076580005919,2,USC,1735,14030,false,
Lunchables - Ham & Cheddar - 3.2 Oz,,Core-Mark,3,1,2.76,8.28,,,,4470002458,2,USC,2923,14030,false,
Marlboro Cigarettes - Red - 20.0 count,,Core-Mark,1,10,97.8,97.8,,,,028200003577,2,USC,750,14030,false,
Martinelli's  Apple Juice - Gold Medal - 10.0 fl. oz,,Core-Mark,1,12,14.76,14.76,,,,041244000081,2,USC,907,14030,false,
Maruchan Instant Lunch Ramen - Chicken - 2.25 oz,,Core-Mark,1,6,3.78,3.78,,,,041789001215,2,USC,1001,14030,false,
Maruchan Ramen Noodles - Chicken - 3.0 oz,,Core-Mark,1,24,8.88,8.88,,,,041789002113,2,USC,243,14030,false,
Meiji Hello Panda - Chocolate - 7.0 oz,,Core-Mark,1,6,17.82,17.82,,,,072320700915,2,USC,4673,14030,false,
Mike And Ike - Original - 5.0 oz,,Core-Mark,1,12,13.68,13.68,,,,070970472596,2,USC,3188,14030,false,
Nerds Gummy Clusters - Original - 5.0 oz,,Core-Mark,2,12,25.32,50.64,,,,079200049065,2,USC,3432,14030,false,
Nerds Rope - Rainbow - 0.92 oz,,Core-Mark,1,24,25.2,25.2,,,,041420045691,2,USC,2441,14030,false,
Nestle Nesquik - Chocolate - 14.0 oz,,Core-Mark,1,12,24.24,24.24,,,,028000772123,2,USC,4097,14030,false,
Nutella B-Ready - Wafer & Nutella - 1.55 oz,,Core-Mark,1,24,21.84,21.84,,,,009800820023,2,USC,4072,14030,false,
Nyquil Severe - Cold & Flu - 4.0 count,,Core-Mark,2,6,14.34,28.68,,,,103667159705,2,USC,2718,14030,false,
Oh Snap Pickle Bites - Dilly Bites - 3.25 oz,,Core-Mark,1,12,15,15,,,,074329123382,2,USC,3944,14030,false,
Oh Snap Pickle Bites - Hottie - 3.5 oz,,Core-Mark,1,12,15,15,,,,074329123399,2,USC,2464,14030,false,
Oh Snap Pickle Bites - Sassy Bites - 3.25 oz,,Core-Mark,1,12,13.44,13.44,,,,074329123252,2,USC,2044,14030,false,
Oreo Cakesters - Soft-baked - 3.03 oz,,Core-Mark,1,8,12.56,12.56,,,,044000069919,2,USC,7188,14030,false,
Pedialyte - Strawberry - 16.9 fl. oz,,Core-Mark,1,12,19.08,19.08,,,,070074675992,2,USC,1738,14030,false,
Pirate's Booty - Aged White Cheddar - 1.0 oz,,Core-Mark,1,12,11.76,11.76,,,,015665601042,2,USC,2757,14030,false,
Planter's Trail Mix - Nuts & Chocolate - 6.0 oz,,Core-Mark,1,12,26.88,26.88,,,,029000078628,2,USC,1646,14030,false,
Pop Tarts - Frosted Brown Sugar Cinnamon - 2.0 count,,Core-Mark,1,6,5.04,5.04,,,,038000311314,2,USC,3793,14030,false,
Pop Tarts - S'mores - 2.0 count,,Core-Mark,1,6,5.04,5.04,,,,038000581717,2,USC,3377,14030,false,
Popchips - Barbeque - 5.0 oz,,Core-Mark,1,12,35.76,35.76,,,,,2,USC,3050,14030,false,
Quest Protein Chips - Chili Lime - 1.1 oz,,Core-Mark,1,8,17.6,17.6,,,,888849006656,2,USC,7185,14030,false,
Quest Protein Chips - Nacho - 1.1 oz,,Core-Mark,2,8,17.68,35.36,,,,888849006632,2,USC,4312,14030,false,
Red Bull - Original - 8.4 fl. oz,,Core-Mark,1,24,49.44,49.44,,,,611269991000,2,USC,154,14030,false,
Ritz Bits - Peanut Butter - 3.0 oz,,Core-Mark,1,12,0,0,,,,044000006785,2,USC,1040,14030,false,
Rockview Milk - 2 % - 64.0 oz,,Core-Mark,5,1,2.2,11,,,,092202004207,2,USC,7202,14030,false,
San Pellegrino Mineral Water - Sparkling - 16.9 fl. oz,,Core-Mark,1,24,29.28,29.28,,,,041508800082,2,USC,4256,14030,false,
"Sargento Balanced Breaks - White Cheddar, Almonds and Cranberries - 1.5 oz",,Core-Mark,1,3,3.45,3.45,,,,046100019023,2,USC,3254,14030,false,
Snickers - Original - 1.86 oz,,Core-Mark,1,48,0,0,,,,040000424314,2,USC,272,14030,false,
Snyder's - Mini Pretzels - 3.5 oz,,Core-Mark,1,8,7.44,7.44,,,,077975022313,2,USC,3195,14030,false,
Snyder's Pretzel Pieces - Hot Buffalo Wing - 5.0 oz,,Core-Mark,1,8,13.92,13.92,,,,077975093917,2,USC,1818,14030,false,
Sour Patch Kids - Original - 5.0 oz,,Core-Mark,1,12,16.8,16.8,,,,070462098617,2,USC,2389,14030,false,
Stacy's Pita Chips - Simply Naked - 3.0 oz,,Core-Mark,1,6,7.86,7.86,,,,028400093095,2,USC,3091,14030,false,
Starburst Minis - All Pink - 8.0 oz,,Core-Mark,1,8,18,18,,,,022000022837,2,USC,4731,14030,false,
Takis - Fuego - 3.25 oz,,Core-Mark,1,20,32.4,32.4,,,,757528048075,2,USC,956,14030,false,
Tampax Tampons - Super - 10.0 count,,Core-Mark,6,1,2.57,15.42,,,,073010314092,2,USC,5770,14030,false,
Tide Pod - Spring Meadow - 16.0 count,,Core-Mark,2,6,41.7,83.4,,,,037000509547,2,USC,4758,14030,false,
Tide To-go - Stain Remover - 1.0 count,,Core-Mark,1,6,16.8,16.8,,,,037000018704,2,USC,2055,14030,false,
Totino's Pizza Rolls - Pepperoni - 7.5 oz,,Core-Mark,1,12,29.64,29.64,,,,042800005830,2,USC,1876,14030,false,
Trojan Condom - Ultra Thin - 3.0 count,,Core-Mark,8,1,2.07,16.56,,,,022600926207,2,USC,3845,14030,false,
Trolli - Sour Brite Eggs - 4.0 oz,,Core-Mark,4,1,1.51,6.04,,,,020709012081,2,USC,2454,14030,false,
Uncrustables - Peanut Butter & Grape Jelly - 2.0 oz,,Core-Mark,2,18,16.92,33.84,,,,051500069608,2,USC,216,14030,false,
Uncrustables - Peanut Butter & Strawberry Jam - 2.0 oz,,Core-Mark,1,18,17.64,17.64,,,,051500069615,2,USC,218,14030,false,
Water Jug - Nestle Pure Life - 1.0 gal(s),,Core-Mark,4,6,12,48,,,,068274346613,2,USC,7124,14030,false,
