product_name,name_ordered,supplier_name,total_packs_ordered,pack_size,pack_price,PO_cost,total_packs_received,receipt_pack_price,received_cost,upc,store_id,store_name,product_id,restock_order_id,is_out_of_stock,out_of_stock_reason
Uncrustables - Peanut Butter & Strawberry Jam - 2.0 oz,,Core-Mark,5,32,31.68,158.4,,,,051500069615,3,UCSB,218,14151,false,
Milkyway - Chocolate & Caramel - 1.84 oz,,Core-Mark,1,36,36.72,36.72,,,,040000422068,3,UCSB,3271,14151,false,
Belvita Breakfast Biscuit - Cinnamon Brown Sugar - 1.76 Oz,,Core-Mark,1,30,18,18,,,,044000031930,3,UCSB,3509,14151,false,
Pop Tarts - Frosted Brown Sugar Cinnamon - 2.0 count,,Core-Mark,1,6,5.04,5.04,,,,038000311314,3,UCSB,3793,14151,false,
Campbell's Soup - Chicken Noodle - 10.75 oz,,Core-Mark,3,1,1.9,5.7,,,,051000012517,3,UCSB,3295,14151,false,
Advil Ibuprofen - 24 Tablets - 24.0 count,,Core-Mark,5,1,4.97,24.85,,,,305730150200,3,UCSB,6136,14151,false,
Always Ultra Thin Pads - Size 1 Regular - 10.0 count,,Core-Mark,5,1,2.42,12.1,,,,037000349662,3,UCSB,1926,14151,false,
Duracell Batteries - Triple A - 4.0 count,,Core-Mark,5,1,5.74,28.7,,,,041333424019,3,UCSB,353,14151,false,
Lucky Charms - Cereal Cup - 1.0 count,,Core-Mark,1,6,7.5,7.5,,,,016000141568,3,UCSB,4270,14151,false,
Nissin Chicken Ramen - Hot & Spicy - 3.3 oz,,Core-Mark,1,6,8.1,8.1,,,,070662096314,3,UCSB,6214,14151,false,
Midol Complete - Personal Care - 4.0 count,,Core-Mark,1,6,0,0,,,,366715974525,3,UCSB,2662,14151,false,
Pop Tarts - Strawberry - 2.0 count,,Core-Mark,1,6,5.04,5.04,,,,038000317316,3,UCSB,1821,14151,false,
Hi Chew Candy - Sweet & Sour Mix - 3.17 oz,,Core-Mark,1,6,11.16,11.16,,,,851681008126,3,UCSB,1769,14151,false,
Burt??s Bees Chapstick - Chapstick - 1.0 count,,Core-Mark,6,1,2.91,17.46,,,,792850140998,3,UCSB,20,14151,false,
Kettle Backyard Bbq - Barbeque - 2.0 oz,,Core-Mark,1,6,7.62,7.62,,,,084114115447,3,UCSB,7183,14151,false,
Flipz - White Fudge Pretzels - 5.0 oz,,Core-Mark,1,6,15.54,15.54,,,,872181000540,3,UCSB,2969,14151,false,
Cheez It Grooves - Sharp White Cheddar - 6.0 oz,,Core-Mark,1,6,17.58,17.58,,,,024100113972,3,UCSB,5860,14151,false,
Claritin - Non-drowsy - 1.0 count,,Core-Mark,1,6,0,0,,,,103667159732,3,UCSB,1588,14151,false,
Bugles - Ranch - 3.0 oz,,Core-Mark,1,6,10.98,10.98,,,,,3,UCSB,3489,14151,false,
Ferrero Rocher Chocolate - White Hazelnut - 3.1 oz,,Core-Mark,0,1,0,0,,,,009800125128,3,UCSB,7827,14151,false,
